"category","bucket","featureId","sourceLine","blockKey","text"
"customer","general","F1010","1010","customer-f1010-line-1010","- Home address"
"customer","general","F1011","1011","customer-f1011-line-1011","- Work address"
"customer","general","F1012","1012","customer-f1012-line-1012","- Frequent destinations"
"customer","general","F1013","1013","customer-f1013-line-1013","- Quick booking from favorites"
"customer","general","F1014","1014","customer-f1014-line-1014","• Emergency contacts list:"
"customer","general","F1015","1015","customer-f1015-line-1015","- View contacts"
"customer","general","F1016","1016","customer-f1016-line-1016","- Edit contacts"
"customer","general","F1017","1017","customer-f1017-line-1017","- Add new contact"
"customer","general","F1018","1018","customer-f1018-line-1018","• Quick actions:"
"customer","general","F1019","1019","customer-f1019-line-1019","- Book now button"
"customer","general","F1020","1020","customer-f1020-line-1020","- Rebook last trip"
"customer","general","F1021","1021","customer-f1021-line-1021","- View invoices"
"customer","general","F1022","1022","customer-f1022-line-1022","- Download statements"
"customer","general","F1023","1023","customer-f1023-line-1023","• Notifications center:"
"customer","general","F1024","1024","customer-f1024-line-1024","- Unread notifications count"
"customer","general","F1025","1025","customer-f1025-line-1025","- All notifications list"
"customer","general","F1026","1026","customer-f1026-line-1026","- Mark as read option"
"customer","general","F1027","1027","customer-f1027-line-1027","- Clear all notifications"
"customer","general","F1028","1028","customer-f1028-line-1028","• Offers ■■ promotions:"
"customer","general","F1029","1029","customer-f1029-line-1029","- Active offers display"
"customer","general","F1030","1030","customer-f1030-line-1030","- Expiring soon alerts"
"customer","general","F1031","1031","customer-f1031-line-1031","- Claim offer button"
"customer","general","F1032","1032","customer-f1032-line-1032","• Achievements ■■ badges:"
"customer","general","F1033","1033","customer-f1033-line-1033","- Frequent traveler badge"
"customer","general","F1034","1034","customer-f1034-line-1034","- Explorer badge"
"customer","general","F1035","1035","customer-f1035-line-1035","- Loyal customer badge"
"customer","general","F1036","1036","customer-f1036-line-1036","- Early adopter badge"
"customer","general","F1037","1037","customer-f1037-line-1037","• Travel statistics:"
"customer","general","F1038","1038","customer-f1038-line-1038","- Most visited place"
"customer","general","F1039","1039","customer-f1039-line-1039","- Favorite vehicle type"
"customer","general","F1040","1040","customer-f1040-line-1040","- Preferred driver"
"customer","general","F1041","1041","customer-f1041-line-1041","- Peak travel time"
"customer","general","F1042","1042","customer-f1042-line-1042","• Carbon footprint:"
"customer","general","F1043","1043","customer-f1043-line-1043","- CO2 saved vs personal vehicle"
"customer","general","F1044","1044","customer-f1044-line-1044","- Environmental impact"
"customer","general","F1045","1045","customer-f1045-line-1045","• Referral status:"
"customer","general","F1046","1046","customer-f1046-line-1046","- Friends referred count"
"customer","general","F1047","1047","customer-f1047-line-1047","- Successful referrals"
"customer","general","F1048","1048","customer-f1048-line-1048","- Pending referrals"
"customer","general","F1049","1049","customer-f1049-line-1049","- Earnings from referrals"
"customer","general","F1050","1050","customer-f1050-line-1050","• Settings quick access:"
"customer","general","F1051","1051","customer-f1051-line-1051","- Profile settings"
"customer","general","F1052","1052","customer-f1052-line-1052","- Notification preferences"
"customer","general","F1053","1053","customer-f1053-line-1053","- Privacy settings"
"customer","general","F1054","1054","customer-f1054-line-1054","- Language change"
"customer","general","F1055","1055","customer-f1055-line-1055","- Help and support"
"customer","general","F1056","1056","customer-f1056-line-1056","• Feedback option"
"customer","general","F1057","1057","customer-f1057-line-1057","• Rate your experience"
"customer","general","F1058","1058","customer-f1058-line-1058","• Suggest improvements"
"customer","general","F1059","1059","customer-f1059-line-1059","■.■■ ■■■■■■■■■■ ■■■■■■ (Notification System)"
"customer","general","F1060","1060","customer-f1060-line-1060","• Push notifications (real-time)"
"customer","general","F1061","1061","customer-f1061-line-1061","• SMS notifications"
"customer","general","F1062","1062","customer-f1062-line-1062","• Email notifications"
"customer","general","F1063","1063","customer-f1063-line-1063","• WhatsApp notifications (optional)"
"customer","general","F1064","1064","customer-f1064-line-1064","• Booking confirmation notification"
"customer","general","F1065","1065","customer-f1065-line-1065","• Driver assignment alert:"
"customer","general","F1066","1066","customer-f1066-line-1066","- Driver name"
"customer","general","F1067","1067","customer-f1067-line-1067","- Driver photo"
"customer","general","F1068","1068","customer-f1068-line-1068","- Vehicle details"
"customer","general","F1069","1069","customer-f1069-line-1069","- Contact number"
"customer","general","F1070","1070","customer-f1070-line-1070","• Driver on the way notification"
"customer","general","F1071","1071","customer-f1071-line-1071","• Driver arrival alert (5 mins before)"
"customer","general","F1072","1072","customer-f1072-line-1072","• Driver arrived notification"
"customer","general","F1073","1073","customer-f1073-line-1073","• OTP verification notification"
"customer","general","F1074","1074","customer-f1074-line-1074","• Trip started notification"
"customer","general","F1075","1075","customer-f1075-line-1075","• Trip ongoing updates (optional)"
"customer","general","F1076","1076","customer-f1076-line-1076","• Mid-trip alerts"
"customer","general","F1077","1077","customer-f1077-line-1077","• Trip completed notification"
"customer","general","F1078","1078","customer-f1078-line-1078","• Payment success confirmation"
"customer","general","F1079","1079","customer-f1079-line-1079","• Invoice ready notification"
"customer","general","F1080","1080","customer-f1080-line-1080","• Refund processed alert"
"customer","general","F1081","1081","customer-f1081-line-1081","• Promo code activated message"
"customer","general","F1082","1082","customer-f1082-line-1082","• Discount applied notification"
"customer","general","F1083","1083","customer-f1083-line-1083","• Loyalty points earned alert"
"customer","general","F1084","1084","customer-f1084-line-1084","• Points about to expire warning"
"customer","general","F1085","1085","customer-f1085-line-1085","• Wallet balance low alert"
"customer","general","F1086","1086","customer-f1086-line-1086","• Wallet money added confirmation"
"customer","general","F1087","1087","customer-f1087-line-1087","• New offer launched notification"
"customer","general","F1088","1088","customer-f1088-line-1088","• Expiring offer reminder"
"customer","general","F1089","1089","customer-f1089-line-1089","• Festival special offers alert"
"customer","general","F1090","1090","customer-f1090-line-1090","• Referral success notification"
"customer","general","F1091","1091","customer-f1091-line-1091","• Friend joined via referral alert"
"customer","general","F1092","1092","customer-f1092-line-1092","• Achievement unlocked notification"
"customer","general","F1093","1093","customer-f1093-line-1093","• New badge earned alert"
"customer","general","F1094","1094","customer-f1094-line-1094","• Birthday wishes ■■ special offer"
"customer","general","F1095","1095","customer-f1095-line-1095","• Anniversary discount notification"
"customer","general","F1096","1096","customer-f1096-line-1096","• Booking reminder (1 day before)"
"customer","general","F1097","1097","customer-f1097-line-1097","• Booking reminder (1 hour before)"
"customer","general","F1098","1098","customer-f1098-line-1098","• Weather alert (if bad weather)"
"customer","general","F1099","1099","customer-f1099-line-1099","• Road closure information"
"customer","general","F1100","1100","customer-f1100-line-1100","• Festival crowd alert"
"customer","general","F1101","1101","customer-f1101-line-1101","• Driver rating reminder"
"customer","general","F1102","1102","customer-f1102-line-1102","• Incomplete booking reminder"
"customer","general","F1103","1103","customer-f1103-line-1103","• Abandoned cart reminder"
"customer","general","F1104","1104","customer-f1104-line-1104","• Re-engagement notifications:"
"customer","general","F1105","1105","customer-f1105-line-1105","- Miss you messages"
"customer","general","F1106","1106","customer-f1106-line-1106","- Come back offers"
"customer","general","F1107","1107","customer-f1107-line-1107","- Special discounts for inactive users"
"customer","general","F1108","1108","customer-f1108-line-1108","• Profile completion reminder"
"customer","general","F1109","1109","customer-f1109-line-1109","• Emergency contact update reminder"
"customer","general","F1110","1110","customer-f1110-line-1110","• Document expiry alert (if applicable)"
"customer","general","F1111","1111","customer-f1111-line-1111","• App update available notification"
"customer","general","F1112","1112","customer-f1112-line-1112","• New feature announcement"
"customer","general","F1113","1113","customer-f1113-line-1113","• Notification preferences:"
"customer","general","F1114","1114","customer-f1114-line-1114","- Enable/Disable notifications"
"customer","general","F1115","1115","customer-f1115-line-1115","- Choose notification types"
"customer","general","F1116","1116","customer-f1116-line-1116","- Notification sound"
"customer","general","F1117","1117","customer-f1117-line-1117","- Vibration on/off"
"customer","general","F1118","1118","customer-f1118-line-1118","- Do Not Disturb hours"
"customer","general","F1119","1119","customer-f1119-line-1119","• Notification history"
"customer","general","F1120","1120","customer-f1120-line-1120","• Unread notifications badge"
"customer","general","F1121","1121","customer-f1121-line-1121","• Notification actions:"
"customer","general","F1122","1122","customer-f1122-line-1122","- Quick reply from notification"
"customer","general","F1123","1123","customer-f1123-line-1123","- Book from notification"
"customer","general","F1124","1124","customer-f1124-line-1124","- View details"
"customer","general","F1125","1125","customer-f1125-line-1125","- Dismiss"
"customer","general","F1126","1126","customer-f1126-line-1126","- Snooze"
"customer","general","F1127","1127","customer-f1127-line-1127","■.■■ ■■■■■■■■ ■■■■■■ ■■■■■■■■ (Additional Customer Features)"
"customer","general","F1128","1128","customer-f1128-line-1128","• Multi-language support:"
"customer","general","F1129","1129","customer-f1129-line-1129","- ■■■■■ (Hindi)"
"customer","general","F1130","1130","customer-f1130-line-1130","- English"
"customer","general","F1131","1131","customer-f1131-line-1131","- ■■■■■■■■■ (Rajasthani)"
"customer","general","F1132","1132","customer-f1132-line-1132","- German (■■■■■)"
"customer","general","F1133","1133","customer-f1133-line-1133","- French (■■■■■■)"
"customer","general","F1134","1134","customer-f1134-line-1134","- Spanish (■■■■■■■)"
"customer","general","F1135","1135","customer-f1135-line-1135","- Chinese (■■■■■■ ■■■) all language"
"customer","general","F1136","1136","customer-f1136-line-1136","• ■■■■ ■■■■■■■■ (Language communication support)"
"customer","general","F1137","1137","customer-f1137-line-1137","• Real-time language translation"
"customer","general","F1138","1138","customer-f1138-line-1138","• Trip before preview (unique) - ■■■■■ ■■ ■■■■■■"
"customer","general","F1139","1139","customer-f1139-line-1139","- Virtual tour of destination"
"customer","general","F1140","1140","customer-f1140-line-1140","- Photos of route"
"customer","general","F1141","1141","customer-f1141-line-1141","- Points of interest"
"customer","general","F1142","1142","customer-f1142-line-1142","- Estimated journey visuals"
"customer","general","F1143","1143","customer-f1143-line-1143","• Real Trip Photos (■■■■ ■■■■■■):"
"customer","general","F1144","1144","customer-f1144-line-1144","- Actual customer trip photos"
"customer","general","F1145","1145","customer-f1145-line-1145","- Photo gallery"
"customer","general","F1146","1146","customer-f1146-line-1146","- Before and after photos"
"customer","general","F1147","1147","customer-f1147-line-1147","- Seasonal photos"
"customer","general","F1148","1148","customer-f1148-line-1148","• 'Why Come Back Again' section:"
"customer","general","F1149","1149","customer-f1149-line-1149","- Unique experiences highlight"
"customer","general","F1150","1150","customer-f1150-line-1150","- Customer testimonials"
"customer","general","F1151","1151","customer-f1151-line-1151","- Return customer benefits"
"customer","general","F1152","1152","customer-f1152-line-1152","• 'Why Trust Us' section:"
"customer","general","F1153","1153","customer-f1153-line-1153","- Company credentials"
"customer","general","F1154","1154","customer-f1154-line-1154","- Safety record"
"customer","general","F1155","1155","customer-f1155-line-1155","- Customer satisfaction rate"
"customer","general","F1156","1156","customer-f1156-line-1156","- Awards ■■ recognition"
"customer","general","F1157","1157","customer-f1157-line-1157","- Media coverage"
"customer","general","F1158","1158","customer-f1158-line-1158","- Certifications"
"customer","general","F1159","1159","customer-f1159-line-1159","• Emotional Connect content:"
"customer","general","F1160","1160","customer-f1160-line-1160","- Personal stories"
"customer","general","F1161","1161","customer-f1161-line-1161","- Memorable journeys"
"customer","general","F1162","1162","customer-f1162-line-1162","- Family travel experiences"
"customer","general","F1163","1163","customer-f1163-line-1163","- Cultural connections"
"customer","general","F1164","1164","customer-f1164-line-1164","• Conversion ■■■■■■ ■■■■ ■■■■:"
"customer","general","F1165","1165","customer-f1165-line-1165","- Clear call-to-action buttons"
"customer","general","F1166","1166","customer-f1166-line-1166","- Limited time offers display"
"customer","general","F1167","1167","customer-f1167-line-1167","- Urgency creators (X seats left)"
"customer","general","F1168","1168","customer-f1168-line-1168","- Trust badges"
"customer","general","F1169","1169","customer-f1169-line-1169","- Secure payment icons"
"customer","general","F1170","1170","customer-f1170-line-1170","• Social Proof elements:"
"customer","general","F1171","1171","customer-f1171-line-1171","- Total customers served"
"customer","general","F1172","1172","customer-f1172-line-1172","- Total kilometers covered"
"customer","general","F1173","1173","customer-f1173-line-1173","- Total trips completed"
"customer","general","F1174","1174","customer-f1174-line-1174","- Average rating display"
"customer","general","F1175","1175","customer-f1175-line-1175","- Customer reviews count"
"customer","general","F1176","1176","customer-f1176-line-1176","- Media mentions"
"customer","general","F1177","1177","customer-f1177-line-1177","- Celebrity endorsements"
"customer","general","F1178","1178","customer-f1178-line-1178","- Awards display"
"customer","general","F1179","1179","customer-f1179-line-1179","• 'Experience, not Ride' Section:"
"customer","general","F1180","1180","customer-f1180-line-1180","- Journey as experience marketing"
"customer","general","F1181","1181","customer-f1181-line-1181","- Cultural immersion focus"
"customer","general","F1182","1182","customer-f1182-line-1182","- Local insights"
"customer","general","F1183","1183","customer-f1183-line-1183","- Storytelling approach"
"customer","general","F1184","1184","customer-f1184-line-1184","• Payment & Money Trust indicators:"
"customer","general","F1185","1185","customer-f1185-line-1185","- Secure payment badges"
"customer","general","F1186","1186","customer-f1186-line-1186","- PCI-DSS certification"
"customer","general","F1187","1187","customer-f1187-line-1187","- Money-back guarantee"
"customer","general","F1188","1188","customer-f1188-line-1188","- Refund policy clearly stated"
"customer","general","F1189","1189","customer-f1189-line-1189","- No hidden charges promise"
"customer","general","F1190","1190","customer-f1190-line-1190","• International Customer ■■ ■■■:"
"customer","general","F1191","1191","customer-f1191-line-1191","- ■■■■■■■■■ ■■■■■■ ■■ ■■■■ ■■■■ ■■: 'SAFE ■■ ■■'"
"customer","general","F1192","1192","customer-f1192-line-1192","- Safety assurance prominently"
"customer","general","F1193","1193","customer-f1193-line-1193","- ■■■ ■■■ ■■■■ ■■ - visual safety proof"
"customer","general","F1194","1194","customer-f1194-line-1194","- International payment support"
"customer","general","F1195","1195","customer-f1195-line-1195","- Multi-currency display (future)"
"customer","general","F1196","1196","customer-f1196-line-1196","- Travel insurance info"
"customer","general","F1197","1197","customer-f1197-line-1197","- Embassy contact integration"
"customer","general","F1198","1198","customer-f1198-line-1198","• Accessibility features:"
"customer","general","F1199","1199","customer-f1199-line-1199","- Screen reader support"
"customer","general","F1200","1200","customer-f1200-line-1200","- Voice commands (future)"
"customer","general","F1201","1201","customer-f1201-line-1201","- Large text option"
"customer","general","F1202","1202","customer-f1202-line-1202","- High contrast mode"
"customer","general","F1203","1203","customer-f1203-line-1203","- Wheelchair accessible vehicles"
"customer","general","F1204","1204","customer-f1204-line-1204","• Offline mode support:"
"customer","general","F1205","1205","customer-f1205-line-1205","- View saved trips offline"
"customer","general","F1206","1206","customer-f1206-line-1206","- Offline invoices"
"customer","general","F1207","1207","customer-f1207-line-1207","- Cached information"
"customer","general","F1208","1208","customer-f1208-line-1208","• Progressive Web App (PWA):"
"customer","general","F1209","1209","customer-f1209-line-1209","- Add to home screen"
"customer","general","F1210","1210","customer-f1210-line-1210","- App-like experience"
"customer","general","F1211","1211","customer-f1211-line-1211","- Fast loading"
"customer","general","F1212","1212","customer-f1212-line-1212","- Push notifications"
"customer","general","F1213","1213","customer-f1213-line-1213","• Customer support chat:"
"customer","general","F1214","1214","customer-f1214-line-1214","- Live chat support"
"customer","general","F1215","1215","customer-f1215-line-1215","- AI chatbot (basic queries)"
"customer","general","F1216","1216","customer-f1216-line-1216","- Chat history saved"
"customer","general","F1217","1217","customer-f1217-line-1217","- File sharing in chat"
"customer","general","F1218","1218","customer-f1218-line-1218","• Video call support (for international):"
"customer","general","F1219","1219","customer-f1219-line-1219","- Pre-trip video call with driver"
"customer","general","F1220","1220","customer-f1220-line-1220","- Verification purpose"
"customer","general","F1221","1221","customer-f1221-line-1221","• Travel blog section:"
"customer","general","F1222","1222","customer-f1222-line-1222","- Rajasthan travel tips"
"customer","general","F1223","1223","customer-f1223-line-1223","- Hidden gems"
"customer","general","F1224","1224","customer-f1224-line-1224","- Food guides"
"customer","general","F1225","1225","customer-f1225-line-1225","- Shopping guides"
"customer","general","F1226","1226","customer-f1226-line-1226","- Photography tips"
"customer","general","F1227","1227","customer-f1227-line-1227","• Community features:"
"customer","general","F1228","1228","customer-f1228-line-1228","- Travel buddy finding"
"customer","general","F1229","1229","customer-f1229-line-1229","- Group tours organization"
"customer","general","F1230","1230","customer-f1230-line-1230","- Forum discussions"
"customer","general","F1231","1231","customer-f1231-line-1231","- User-generated content"
"customer","general","F1232","1232","customer-f1232-line-1232","• Wishlist feature:"
"customer","general","F1233","1233","customer-f1233-line-1233","- Save places to visit"
"customer","general","F1234","1234","customer-f1234-line-1234","- Plan future trips"
"customer","general","F1235","1235","customer-f1235-line-1235","- Share wishlist"
"customer","general","F1236","1236","customer-f1236-line-1236","• Calendar integration:"
"customer","general","F1237","1237","customer-f1237-line-1237","- Add booking to calendar"
"customer","general","F1238","1238","customer-f1238-line-1238","- Sync with Google Calendar"
"customer","general","F1239","1239","customer-f1239-line-1239","- Reminder before trip"
"customer","general","F1240","1240","customer-f1240-line-1240","# GOindiaRIDE - COMPLETE FEATURES LIST"
"customer","general","F1241","1241","customer-f1241-line-1241","## सभी Features की विस्तृत सूची"
"customer","general","F1242","1242","customer-f1242-line-1242","## SECTION A: CUSTOMER PORTAL (ग्राहक पोर्टल)"
"customer","general","F1243","1243","customer-f1243-line-1243","### 1. यूजर रजिस्ट्रेशन और ऑथेंटिकेशन"
"customer","general","F1244","1244","customer-f1244-line-1244","- यूजर रजिस्ट्रेशन होनी चाहिए (User Registration & Profile System)"
"customer","general","F1245","1245","customer-f1245-line-1245","- OTP की बुकिंग करने का ऑप्शन (OTP-based booking/login)"
"customer","general","F1246","1246","customer-f1246-line-1246","- सभी पर्सनल डिटेल व ब्लॉक डिटेल के नाम सहित (Personal details with block details and names)"
"customer","general","F1247","1247","customer-f1247-line-1247","- Email/Password login"
"customer","general","F1248","1248","customer-f1248-line-1248","- Phone number verification (OTP)"
"customer","general","F1249","1249","customer-f1249-line-1249","- Google/Facebook social login"
"customer","general","F1250","1250","customer-f1250-line-1250","- User profile with photo upload"
"customer","general","F1251","1251","customer-f1251-line-1251","- Document upload (ID proof) - optional"
"customer","general","F1252","1252","customer-f1252-line-1252","### 2. स्थल और इतिहास (Tourist Places & History)"
"customer","general","F1253","1253","customer-f1253-line-1253","- सभी स्थलों के पुराने इतिहास सहित होना चाहिए (Historical information for all places)"
"customer","general","F1254","1254","customer-f1254-line-1254","- राजस्थान के ऐतिहासिक स्थलों की फोटो, इतिहास और मंदिरों की आरती का समय"
"customer","general","F1255","1255","customer-f1255-line-1255","- Temple aarti timings"
"customer","general","F1256","1256","customer-f1256-line-1256","- Entry fees information"
"customer","general","F1257","1257","customer-f1257-line-1257","- Opening/closing timings"
"customer","general","F1258","1258","customer-f1258-line-1258","- Photo gallery of real trips"
"customer","general","F1259","1259","customer-f1259-line-1259","- Best time to visit recommendations"
"customer","general","F1260","1260","customer-f1260-line-1260","### 3. बुकिंग सिस्टम (Booking System)"
"customer","general","F1261","1261","customer-f1261-line-1261","- आने के लिए एक संबंध करने का ऑप्शन होना चाहिए (Contact/booking option)"
"customer","auto-suggestion","F1262","1262","customer-f1262-line-1262","- Pick-up location search with auto-suggestions"
"customer","auto-suggestion","F1263","1263","customer-f1263-line-1263","- Drop location search with auto-suggestions"
"customer","general","F1264","1264","customer-f1264-line-1264","- राजस्थान के सभी छोटे व बड़े जगहों के नाम पुरे (All Rajasthan places - big and small)"
"customer","general","F1265","1265","customer-f1265-line-1265","- Vehicle type selection (Hatchback, Sedan, SUV, Tempo Traveller, Bus)"
"customer","general","F1266","1266","customer-f1266-line-1266","- Date and time picker (minimum 2 hours advance)"
"customer","general","F1267","1267","customer-f1267-line-1267","- Passenger details (name, phone, email)"
"customer","general","F1268","1268","customer-f1268-line-1268","- Special requirements/notes field"
"customer","general","F1269","1269","customer-f1269-line-1269","- Fare calculator (real-time estimation)"
"customer","general","F1270","1270","customer-f1270-line-1270","- Payment method selection"
"customer","general","F1271","1271","customer-f1271-line-1271","- Booking confirmation with booking ID"
"customer","general","F1272","1272","customer-f1272-line-1272","### 4. फेयर कैलकुलेशन (Fare Calculation)"
"customer","general","F1273","1273","customer-f1273-line-1273","- Distance-based fare calculation"
"customer","general","F1274","1274","customer-f1274-line-1274","- Vehicle type-based pricing"
"customer","general","F1275","1275","customer-f1275-line-1275","- Base fare + Per KM charges"
"customer","general","F1276","1276","customer-f1276-line-1276","- GST calculation (5%)"
"customer","general","F1277","1277","customer-f1277-line-1277","- Breakdown display (base + distance + GST)"
"customer","general","F1278","1278","customer-f1278-line-1278","- Multiple vehicle options with price comparison"
"customer","general","F1279","1279","customer-f1279-line-1279","- Peak hours surge pricing"
"customer","general","F1280","1280","customer-f1280-line-1280","- Discount code application"
"customer","general","F1281","1281","customer-f1281-line-1281","### 5. पेमेंट सिस्टम (Payment System)"
"customer","general","F1282","1282","customer-f1282-line-1282","- इंटरनेशनल मोड (PayPal) - International payment support"
"customer","general","F1283","1283","customer-f1283-line-1283","- UPI payments"
"customer","general","F1284","1284","customer-f1284-line-1284","- Credit/Debit cards"
"customer","general","F1285","1285","customer-f1285-line-1285","- Net banking"
"customer","general","F1286","1286","customer-f1286-line-1286","- Wallets (Paytm, PhonePe, etc.)"
"customer","general","F1287","1287","customer-f1287-line-1287","- GOindiaRIDE wallet (preloaded balance)"
"customer","general","F1288","1288","customer-f1288-line-1288","- Auto-receipt generation"
"customer","general","F1289","1289","customer-f1289-line-1289","### 6. राइड हिस्ट्री और मैनेजमेंट (Ride Management)"
"customer","general","F1290","1290","customer-f1290-line-1290","- Complete ride history (all past bookings)"
"customer","general","F1291","1291","customer-f1291-line-1291","- Trip details (distance, time, cost)"
"customer","general","F1292","1292","customer-f1292-line-1292","- Ride cancellation option (24hrs पहली बुकिंग पर 5 से 5% तक डिस्काउंट मिले)"
"customer","general","F1293","1293","customer-f1293-line-1293","- Cancellation before 24 hours - full refund"
"customer","general","F1294","1294","customer-f1294-line-1294","- Cancellation 12-24 hours - 50% refund"
"customer","general","F1295","1295","customer-f1295-line-1295","- Less than 12 hours - no refund"
"customer","general","F1296","1296","customer-f1296-line-1296","- Invoice/receipt download (PDF)"
"customer","general","F1297","1297","customer-f1297-line-1297","- Rebook previous trips (one-click repeat)"
"customer","general","F1298","1298","customer-f1298-line-1298","- Favorite routes saving"
"customer","general","F1299","1299","customer-f1299-line-1299","### 7. रेटिंग और रिव्यू (Rating & Reviews)"
"customer","general","F1300","1300","customer-f1300-line-1300","- Driver rating (1-5 stars)"
"customer","general","F1301","1301","customer-f1301-line-1301","- Written review/feedback"
"customer","general","F1302","1302","customer-f1302-line-1302","- Report issues/complaints"
"customer","general","F1303","1303","customer-f1303-line-1303","- Rate vehicle condition"
"customer","general","F1304","1304","customer-f1304-line-1304","- Rate punctuality"
"customer","general","F1305","1305","customer-f1305-line-1305","### 8. सेफ्टी और सपोर्ट (Safety & Support Features)"
"customer","general","F1306","1306","customer-f1306-line-1306","- Emergency SOS button (instant alert to admin and police)"
"customer","general","F1307","1307","customer-f1307-line-1307","- Live location sharing with family/friends"
"customer","general","F1308","1308","customer-f1308-line-1308","- 24/7 customer support"
"customer","general","F1309","1309","customer-f1309-line-1309","- Help center/FAQs"
"customer","general","F1310","1310","customer-f1310-line-1310","### 9. पर्यटन सुविधाएं (Tourism Features)"
"customer","general","F1311","1311","customer-f1311-line-1311","- Restaurant recommendations (verified restaurants with ratings)"
"customer","general","F1312","1312","customer-f1312-line-1312","- Shop/Post office/Hotel की जानकारी (Shops, post offices, hotels info)"
"customer","general","F1313","1313","customer-f1313-line-1313","- Handicraft shops information"
"customer","general","F1314","1314","customer-f1314-line-1314","- Local food spots guide"
"customer","general","F1315","1315","customer-f1315-line-1315","- Cultural events calendar"
"customer","general","F1316","1316","customer-f1316-line-1316","- Festival information"
"customer","auto-suggestion","F1317","1317","customer-f1317-line-1317","- Best photo spots suggestions"
"customer","general","F1318","1318","customer-f1318-line-1318","- Travel tips and guides"
"customer","general","F1319","1319","customer-f1319-line-1319","### 10. प्रोमो कोड और डिस्काउंट (Promo Codes & Offers)"
"customer","general","F1320","1320","customer-f1320-line-1320","- First ride discount"
"customer","general","F1321","1321","customer-f1321-line-1321","- Referral program (refer and earn)"
"customer","general","F1322","1322","customer-f1322-line-1322","- Loyalty points system"
"customer","general","F1323","1323","customer-f1323-line-1323","- Seasonal offers (Diwali, Holi, etc.)"
"customer","general","F1324","1324","customer-f1324-line-1324","- Festival special offers"
"customer","general","F1325","1325","customer-f1325-line-1325","### 11. यूजर डैशबोर्ड (User Dashboard)"
"customer","general","F1326","1326","customer-f1326-line-1326","- Upcoming bookings"
"customer","general","F1327","1327","customer-f1327-line-1327","- Completed trips count"
"customer","general","F1328","1328","customer-f1328-line-1328","- Loyalty points balance"
"customer","general","F1329","1329","customer-f1329-line-1329","- Wallet balance"
"customer","general","F1330","1330","customer-f1330-line-1330","- Saved favorite locations"
"customer","general","F1331","1331","customer-f1331-line-1331","- Emergency contacts list"
"customer","general","F1332","1332","customer-f1332-line-1332","### 12. नोटिफिकेशन सिस्टम (Notifications)"
"customer","general","F1333","1333","customer-f1333-line-1333","- Booking confirmation notifications"
"customer","general","F1334","1334","customer-f1334-line-1334","- Driver assignment alert"
"customer","general","F1335","1335","customer-f1335-line-1335","- Driver arrival notification"
"customer","general","F1336","1336","customer-f1336-line-1336","- Trip start/end notifications"
"customer","general","F1337","1337","customer-f1337-line-1337","- Payment success alerts"
"customer","general","F1338","1338","customer-f1338-line-1338","- Promo code/offer notifications"
"customer","general","F1339","1339","customer-f1339-line-1339","- Festival season reminders"
"customer","general","F1340","1340","customer-f1340-line-1340","### 13. अतिरिक्त फीचर्स (Additional Features)"
"customer","general","F1341","1341","customer-f1341-line-1341","- Multi-language support (Hindi, English, Rajasthani)"
"customer","general","F1342","1342","customer-f1342-line-1342","- Trip before preview (unique) - देखना की सुविधा होनी चाहिए"
"customer","general","F1343","1343","customer-f1343-line-1343","- Real trip photos (असली अमीरता) - actual customer trip photos"
"customer","general","F1344","1344","customer-f1344-line-1344","- ""Why come back again"" section"
"customer","general","F1345","1345","customer-f1345-line-1345","- ""Why trust us"" section"
"customer","general","F1346","1346","customer-f1346-line-1346","- Emotional connect content"
"customer","general","F1347","1347","customer-f1347-line-1347","- Conversion-focused design"
"customer","general","F1348","1348","customer-f1348-line-1348","- Social proof (testimonials, reviews)"
"customer","general","F1349","1349","customer-f1349-line-1349","- ""Experience, not Ride"" section"
"customer","general","F1350","1350","customer-f1350-line-1350","- Payment & money trust badges"
"customer","general","F1351","1351","customer-f1351-line-1351","- भाषा सम्बंधित (Language communication support)"
"customer","general","F1352","1352","customer-f1352-line-1352","## SECTION B: DRIVER PORTAL (ड्राइवर पोर्टल)"
"customer","general","F1353","1353","customer-f1353-line-1353","### 1. ड्राइवर रजिस्ट्रेशन (Driver Registration)"
"customer","general","F1354","1354","customer-f1354-line-1354","- ड्राइवर login हो (signup साइड कर सके) - Driver can signup and login"
"customer","general","F1355","1355","customer-f1355-line-1355","- Driver name, photo, phone, email"
"customer","general","F1356","1356","customer-f1356-line-1356","- Address details"
"customer","general","F1357","1357","customer-f1357-line-1357","- Driving experience years"
"customer","general","F1358","1358","customer-f1358-line-1358","- Languages known"
"customer","general","F1359","1359","customer-f1359-line-1359","### 2. वाहन की जानकारी (Vehicle Information)"
"customer","general","F1360","1360","customer-f1360-line-1360","- ड्राइवर की गाड़ी की पूरी जानकारी फोटो का ऑप्शन - Complete vehicle info with photos"
"customer","general","F1361","1361","customer-f1361-line-1361","- Vehicle model, make, year"
"customer","general","F1362","1362","customer-f1362-line-1362","- Vehicle number/registration"
"customer","general","F1363","1363","customer-f1363-line-1363","- Vehicle type (Hatchback/Sedan/SUV/etc.)"
"customer","general","F1364","1364","customer-f1364-line-1364","- Vehicle color"
"customer","general","F1365","1365","customer-f1365-line-1365","- 4-angle vehicle photos (front, back, left, right sides)"
"customer","general","F1366","1366","customer-f1366-line-1366","- Seating capacity"
"customer","general","F1367","1367","customer-f1367-line-1367","- AC/Non-AC"
