"feature_id","source_line","category","text"
"F1225","1332","customer","- Money-back guarantee"
"F1226","1333","customer","- Refund policy clearly stated"
"F1227","1334","customer","- No hidden charges promise"
"F1228","1335","customer","• International Customer ■■ ■■■:"
"F1229","1336","customer","- ■■■■■■■■■ ■■■■■■ ■■ ■■■■ ■■■■ ■■: 'SAFE ■■ ■■'"
"F1230","1337","customer","- Safety assurance prominently"
"F1231","1338","customer","- ■■■ ■■■ ■■■■ ■■ - visual safety proof"
"F1232","1339","customer","- International payment support"
"F1233","1340","customer","- Multi-currency display (future)"
"F1234","1341","customer","- Travel insurance info"
"F1235","1342","customer","- Embassy contact integration"
"F1236","1343","customer","• Accessibility features:"
"F1237","1344","customer","- Screen reader support"
"F1238","1345","customer","- Voice commands (future)"
"F1239","1346","customer","- Large text option"
"F1240","1347","customer","- High contrast mode"
"F1241","1348","customer","- Wheelchair accessible vehicles"
"F1242","1349","customer","• Offline mode support:"
"F1243","1350","customer","- View saved trips offline"
"F1244","1351","customer","- Offline invoices"
"F1245","1352","customer","- Cached information"
"F1246","1353","customer","• Progressive Web App (PWA):"
"F1247","1354","customer","- Add to home screen"
"F1248","1355","customer","- App-like experience"
"F1249","1356","customer","- Fast loading"
"F1250","1357","customer","- Push notifications"
"F1251","1358","customer","• Customer support chat:"
"F1252","1359","customer","- Live chat support"
"F1253","1360","customer","- AI chatbot (basic queries)"
"F1254","1361","customer","- Chat history saved"
"F1255","1362","customer","- File sharing in chat"
"F1256","1363","customer","• Video call support (for international):"
"F1257","1364","customer","- Pre-trip video call with driver"
"F1258","1365","customer","- Verification purpose"
"F1259","1366","customer","• Travel blog section:"
"F1260","1367","customer","- Rajasthan travel tips"
"F1261","1368","customer","- Hidden gems"
"F1262","1369","customer","- Food guides"
"F1263","1370","customer","- Shopping guides"
"F1264","1371","customer","- Photography tips"
"F1265","1372","customer","• Community features:"
"F1266","1373","customer","- Travel buddy finding"
"F1267","1374","customer","- Group tours organization"
"F1268","1375","customer","- Forum discussions"
"F1269","1376","customer","- User-generated content"
"F1270","1377","customer","• Wishlist feature:"
"F1271","1378","customer","- Save places to visit"
"F1272","1379","customer","- Plan future trips"
"F1273","1380","customer","- Share wishlist"
"F1274","1381","customer","• Calendar integration:"
"F1275","1382","customer","- Add booking to calendar"
"F1276","1383","customer","- Sync with Google Calendar"
"F1277","1384","customer","- Reminder before trip"
"F1278","1388","customer","# GOindiaRIDE - COMPLETE FEATURES LIST"
"F1279","1389","customer","## सभी Features की विस्तृत सूची"
"F1280","1391","customer","---"
"F1281","1393","customer","## SECTION A: CUSTOMER PORTAL (ग्राहक पोर्टल)"
"F1282","1395","customer","### 1. यूजर रजिस्ट्रेशन और ऑथेंटिकेशन"
"F1283","1396","customer","- यूजर रजिस्ट्रेशन होनी चाहिए (User Registration & Profile System)"
"F1284","1397","customer","- OTP की बुकिंग करने का ऑप्शन (OTP-based booking/login)"
"F1285","1398","customer","- सभी पर्सनल डिटेल व ब्लॉक डिटेल के नाम सहित (Personal details with block details and names)"
"F1286","1399","customer","- Email/Password login"
"F1287","1400","customer","- Phone number verification (OTP)"
"F1288","1401","customer","- Google/Facebook social login"
"F1289","1402","customer","- User profile with photo upload"
"F1290","1403","customer","- Document upload (ID proof) - optional"
"F1291","1405","customer","### 2. स्थल और इतिहास (Tourist Places & History)"
"F1292","1406","customer","- सभी स्थलों के पुराने इतिहास सहित होना चाहिए (Historical information for all places)"
"F1293","1407","customer","- राजस्थान के ऐतिहासिक स्थलों की फोटो, इतिहास और मंदिरों की आरती का समय"
"F1294","1408","customer","- Temple aarti timings"
"F1295","1409","customer","- Entry fees information"
"F1296","1410","customer","- Opening/closing timings"
"F1297","1411","customer","- Photo gallery of real trips"
"F1298","1412","customer","- Best time to visit recommendations"
"F1299","1414","customer","### 3. बुकिंग सिस्टम (Booking System)"
"F1300","1415","customer","- आने के लिए एक संबंध करने का ऑप्शन होना चाहिए (Contact/booking option)"
"F1301","1416","customer","- Pick-up location search with auto-suggestions"
"F1302","1417","customer","- Drop location search with auto-suggestions"
"F1303","1418","customer","- राजस्थान के सभी छोटे व बड़े जगहों के नाम पुरे (All Rajasthan places - big and small)"
"F1304","1419","customer","- Vehicle type selection (Hatchback, Sedan, SUV, Tempo Traveller, Bus)"
"F1305","1420","customer","- Date and time picker (minimum 2 hours advance)"
"F1306","1421","customer","- Passenger details (name, phone, email)"
"F1307","1422","customer","- Special requirements/notes field"
"F1308","1423","customer","- Fare calculator (real-time estimation)"
"F1309","1424","customer","- Payment method selection"
"F1310","1425","customer","- Booking confirmation with booking ID"
"F1311","1427","customer","### 4. फेयर कैलकुलेशन (Fare Calculation)"
"F1312","1428","customer","- Distance-based fare calculation"
"F1313","1429","customer","- Vehicle type-based pricing"
"F1314","1430","customer","- Base fare + Per KM charges"
"F1315","1431","customer","- GST calculation (5%)"
"F1316","1432","customer","- Breakdown display (base + distance + GST)"
"F1317","1433","customer","- Multiple vehicle options with price comparison"
"F1318","1434","customer","- Peak hours surge pricing"
"F1319","1435","customer","- Discount code application"
"F1320","1437","customer","### 5. पेमेंट सिस्टम (Payment System)"
"F1321","1438","customer","- इंटरनेशनल मोड (PayPal) - International payment support"
"F1322","1439","customer","- UPI payments"
"F1323","1440","customer","- Credit/Debit cards"
"F1324","1441","customer","- Net banking"
"F1325","1442","customer","- Wallets (Paytm, PhonePe, etc.)"
"F1326","1443","customer","- Cash on delivery option"
"F1327","1444","customer","- GOindiaRIDE wallet (preloaded balance)"
"F1328","1445","customer","- Payment history tracking"
"F1329","1446","customer","- Auto-receipt generation"
"F1330","1448","customer","### 6. राइड हिस्ट्री और मैनेजमेंट (Ride Management)"
"F1331","1449","customer","- Complete ride history (all past bookings)"
"F1332","1450","customer","- Trip details (distance, time, cost)"
"F1333","1451","customer","- Ride cancellation option (24hrs पहली बुकिंग पर 5 से 5% तक डिस्काउंट मिले)"
"F1334","1452","customer","- Cancellation before 24 hours - full refund"
"F1335","1453","customer","- Cancellation 12-24 hours - 50% refund"
"F1336","1454","customer","- Less than 12 hours - no refund"
"F1337","1455","customer","- Invoice/receipt download (PDF)"
"F1338","1456","customer","- Rebook previous trips (one-click repeat)"
"F1339","1457","customer","- Favorite routes saving"
"F1340","1459","customer","### 7. रेटिंग और रिव्यू (Rating & Reviews)"
"F1341","1460","customer","- Driver rating (1-5 stars)"
"F1342","1461","customer","- Written review/feedback"
"F1343","1462","customer","- Photo upload from trip"
"F1344","1463","customer","- View other customer reviews"
"F1345","1464","customer","- Report issues/complaints"
"F1346","1465","customer","- Rate vehicle condition"
"F1347","1466","customer","- Rate punctuality"
"F1348","1468","customer","### 8. सेफ्टी और सपोर्ट (Safety & Support Features)"
"F1349","1469","customer","- Emergency SOS button (instant alert to admin and police)"
"F1350","1470","customer","- Share ride details via WhatsApp"
"F1351","1471","customer","- Live location sharing with family/friends"
"F1352","1472","customer","- Add 3 emergency contacts"
"F1353","1473","customer","- 24/7 customer support"
"F1354","1474","customer","- Chat support"
"F1355","1475","customer","- Help center/FAQs"
"F1356","1476","customer","- Insurance information display"
"F1357","1478","customer","### 9. पर्यटन सुविधाएं (Tourism Features)"
"F1358","1479","customer","- Restaurant recommendations (verified restaurants with ratings)"
"F1359","1480","customer","- Shop/Post office/Hotel की जानकारी (Shops, post offices, hotels info)"
"F1360","1481","customer","- Handicraft shops information"
"F1361","1482","customer","- Local food spots guide"
"F1362","1483","customer","- Cultural events calendar"
"F1363","1484","customer","- Festival information"
"F1364","1485","customer","- Best photo spots suggestions"
"F1365","1486","customer","- Travel tips and guides"
"F1366","1488","customer","### 10. प्रोमो कोड और डिस्काउंट (Promo Codes & Offers)"
"F1367","1489","customer","- Discount coupon codes"
"F1368","1490","customer","- First ride discount"
"F1369","1491","customer","- Referral program (refer and earn)"
"F1370","1492","customer","- Loyalty points system"
"F1371","1493","customer","- Seasonal offers (Diwali, Holi, etc.)"
"F1372","1494","customer","- Group booking discounts"
"F1373","1495","customer","- Festival special offers"
"F1374","1497","customer","### 11. यूजर डैशबोर्ड (User Dashboard)"
"F1375","1498","customer","- Upcoming bookings"
"F1376","1499","customer","- Completed trips count"
"F1377","1500","customer","- Total distance traveled"
"F1378","1501","customer","- Total money spent"
"F1379","1502","customer","- Loyalty points balance"
"F1380","1503","customer","- Wallet balance"
"F1381","1504","customer","- Saved favorite locations"
"F1382","1505","customer","- Emergency contacts list"
"F1383","1507","customer","### 12. नोटिफिकेशन सिस्टम (Notifications)"
"F1384","1508","customer","- Booking confirmation notifications"
"F1385","1509","customer","- Driver assignment alert"
"F1386","1510","customer","- Driver arrival notification"
"F1387","1511","customer","- Trip start/end notifications"
"F1388","1512","customer","- Payment success alerts"
"F1389","1513","customer","- Promo code/offer notifications"
"F1390","1514","customer","- Festival season reminders"
"F1391","1516","customer","### 13. अतिरिक्त फीचर्स (Additional Features)"
"F1392","1517","customer","- Multi-language support (Hindi, English, Rajasthani)"
"F1393","1518","customer","- Trip before preview (unique) - देखना की सुविधा होनी चाहिए"
"F1394","1519","customer","- Real trip photos (असली अमीरता) - actual customer trip photos"
"F1395","1520","customer","- ""Why come back again"" section"
"F1396","1521","customer","- ""Why trust us"" section"
"F1397","1522","customer","- Emotional connect content"
"F1398","1523","customer","- Conversion-focused design"
"F1399","1524","customer","- Social proof (testimonials, reviews)"
"F1400","1525","customer","- ""Experience, not Ride"" section"
"F1401","1526","customer","- Payment & money trust badges"
"F1402","1527","customer","- भाषा सम्बंधित (Language communication support)"
"F1403","1529","customer","---"
"F1404","1531","driver","## SECTION B: DRIVER PORTAL (ड्राइवर पोर्टल)"
"F1405","1533","driver","### 1. ड्राइवर रजिस्ट्रेशन (Driver Registration)"
"F1406","1534","driver","- ड्राइवर login हो (signup साइड कर सके) - Driver can signup and login"
"F1407","1535","driver","- Driver name, photo, phone, email"
"F1408","1536","driver","- Address details"
"F1409","1537","driver","- Driving experience years"
"F1410","1538","driver","- Languages known"
"F1411","1540","driver","### 2. वाहन की जानकारी (Vehicle Information)"
"F1412","1541","driver","- ड्राइवर की गाड़ी की पूरी जानकारी फोटो का ऑप्शन - Complete vehicle info with photos"
"F1413","1542","driver","- Vehicle model, make, year"
"F1414","1543","driver","- Vehicle number/registration"
"F1415","1544","driver","- Vehicle type (Hatchback/Sedan/SUV/etc.)"
"F1416","1545","driver","- Vehicle color"
"F1417","1546","driver","- 4-angle vehicle photos (front, back, left, right sides)"
"F1418","1547","driver","- Seating capacity"
"F1419","1548","driver","- AC/Non-AC"
"F1420","1549","driver","- Vehicle features"
"F1421","1551","driver","### 3. KYC और डॉक्यूमेंट अपलोड (KYC & Document Upload)"
"F1422","1552","driver","- ड्राइवर लाभ हो केसे समझ ड्राइवर को पूरी जानकारी - Driver should understand complete benefits"
"F1423","1553","driver","- Driving License upload"
"F1424","1554","driver","- RC (Registration Certificate) upload"
"F1425","1555","driver","- Insurance papers upload"
"F1426","1556","driver","- PAN card upload"
"F1427","1557","driver","- Aadhar card upload"
"F1428","1558","driver","- सभी Document Upload करने का ऑप्शन - All document upload option"
"F1429","1559","driver","- Police verification certificate (optional)"
"F1430","1560","driver","- Address proof"
"F1431","1561","driver","- Bank account details for payments"
"F1432","1563","driver","### 4. सिक्योरिटी डिपॉजिट (Security Deposit)"
"F1433","1564","driver","- ड्राइवर के लिए Security Amount deposit का ऑप्शन होना चाहिए"
"F1434","1565","driver","- Rs. 5000 security deposit (online payment)"
"F1435","1566","driver","- 3 महीनों की सिक्योरिटी lockout (online) - 3 months security lock period"
"F1436","1567","driver","- Deposit refund policy after verification period"
"F1437","1568","driver","- Deposit status tracking"
"F1438","1570","driver","### 5. वेरिफिकेशन प्रोसेस (Verification Process)"
"F1439","1571","driver","- Admin approval required"
"F1440","1572","driver","- Document verification by admin"
"F1441","1573","driver","- Background check (optional)"
"F1442","1574","driver","- 3-month verification period"
"F1443","1575","driver","- Status updates (pending/approved/rejected)"
"F1444","1576","driver","- Rejection reason display"
"F1445","1578","driver","### 6. बुकिंग मैनेजमेंट (Booking Management)"
"F1446","1579","driver","- बुकिंग का notification मिले - Booking notifications"
"F1447","1580","driver","- New booking alerts (real-time)"
"F1448","1581","driver","- Booking details view (pickup, drop, customer info, fare)"
"F1449","1582","driver","- बुकिंग के स्वीकार करने का ऑप्शन होना चाहिए - Accept booking option"
"F1450","1583","driver","- Reject booking option"
"F1451","1584","driver","- Auto-reject after 5 minutes"
"F1452","1585","driver","- Current active bookings list"
"F1453","1586","driver","- Booking history"
"F1454","1588","driver","### 7. पिकअप और ड्रॉप लोकेशन (Pickup & Drop Location)"
"F1455","1589","driver","- ड्राइवर को pickup location & drop location"
"F1456","1590","driver","- Google Maps navigation integration"
"F1457","1591","driver","- Customer contact (call/message option)"
"F1458","1592","driver","- ड्राइवर के पास pickup post पर जाने के बाद arrival - Arrival confirmation"
"F1459","1593","driver","- Start trip button"
"F1460","1594","driver","- End trip button"
"F1461","1595","driver","- Trip route tracking"
"F1462","1597","driver","### 8. कैंसलेशन और पेनल्टी (Cancellation & Penalty)"
"F1463","1598","driver","- बुकिंग cancelled नहीं होगी (Driver cannot cancel easily)"
"F1464","1599","driver","- High penalty for driver cancellation"
"F1465","1600","driver","- Valid cancellation reasons"
"F1466","1601","driver","- Cancellation impact on rating"
"F1467","1602","driver","- Multiple cancellation = temporary block"
"F1468","1604","driver","### 9. अर्निंग्स और पेमेंट (Earnings & Payment)"
"F1469","1605","driver","- खर्च डिटेल - Expense details"
"F1470","1606","driver","- Today's earnings"
"F1471","1607","driver","- Weekly earnings"
"F1472","1608","driver","- Monthly earnings"
"F1473","1609","driver","- Trip-wise earning breakdown"
"F1474","1610","driver","- Commission structure (80% driver, 20% platform)"
"F1475","1611","driver","- Pending payments (cash collected from customers)"
"F1476","1612","driver","- Withdrawal request option"
"F1477","1613","driver","- Bank transfer (3-5 business days)"
"F1478","1614","driver","- Payment history"
"F1479","1615","driver","- Earnings report (PDF/Excel download)"
"F1480","1617","driver","### 10. रेटिंग और फीडबैक (Rating & Feedback)"
"F1481","1618","driver","- Overall driver rating (1-5 stars)"
"F1482","1619","driver","- Customer reviews display"
"F1483","1620","driver","- Rating breakdown"
"F1484","1621","driver","- Performance metrics"
"F1485","1622","driver","- Tips received from customers"
"F1486","1623","driver","- Badges and rewards for good performance"
"F1487","1624","driver","- Driver of the Month leaderboard"
"F1488","1626","driver","### 11. वाहन मेंटेनेंस ट्रैकिंग (Vehicle Maintenance)"
"F1489","1627","driver","- Kilometer tracking (daily/total)"
"F1490","1628","driver","- Service alert at 10,000 KM"
"F1491","1629","driver","- Last service date"
"F1492","1630","driver","- Next service due date"
"F1493","1631","driver","- Maintenance log/history"
"F1494","1632","driver","- Expense tracking (fuel, repairs)"
"F1495","1633","driver","- टाइम और किलोमीटर का ऑप्शन - Time and kilometer option"
"F1496","1635","driver","### 12. डॉक्यूमेंट एक्सपायरी अलर्ट (Document Expiry Alerts)"
"F1497","1636","driver","- RC expiry alert (15 days before)"
"F1498","1637","driver","- Insurance expiry alert (15 days before)"
"F1499","1638","driver","- License renewal reminder"
"F1500","1639","driver","- Pollution certificate reminder"
"F1501","1640","driver","- Auto-block if documents expire"
"F1502","1641","driver","- Renewal notification"
"F1503","1643","driver","### 13. ड्राइवर सपोर्ट (Driver Support)"
"F1504","1644","driver","- Help center"
"F1505","1645","driver","- Report technical issues"
"F1506","1646","driver","- Emergency support (accident, breakdown)"
"F1507","1647","driver","- Legal support"
"F1508","1648","driver","- Training resources"
"F1509","1649","driver","- Community forum"
"F1510","1650","driver","- Chat with admin"
"F1511","1652","driver","### 14. अतिरिक्त फीचर्स (Additional Features)"
"F1512","1653","driver","- Driver availability status (online/offline)"
"F1513","1654","driver","- Driver dashboard with stats"
"F1514","1655","driver","- Earnings calculator"
"F1515","1656","driver","- Fuel expense tracker"
"F1516","1657","driver","- ड्राइवर के लिए किस कानूनी नियम व शर्ते जो लागू हो सके - Legal rules and terms for drivers"
"F1517","1658","driver","- Family Insurance Fund (health insurance for driver's family from trip earnings)"
"F1518","1659","driver","- Driver loyalty rewards program"
"F1519","1661","driver","---"
"F1520","1663","admin","## SECTION C: ADMIN PORTAL (एडमिन पोर्टल)"
"F1521","1665","admin","### 1. डैशबोर्ड (Main Dashboard)"
"F1522","1666","admin","- Real-time statistics (bookings, revenue, active drivers)"
"F1523","1667","admin","- Today's total bookings"
"F1524","1668","admin","- Today's revenue"
"F1525","1669","admin","- Active drivers count"
"F1526","1670","admin","- Active customers count"
"F1527","1671","admin","- Pending verifications"
"F1528","1672","admin","- Recent activities timeline"
"F1529","1673","admin","- Revenue charts (daily/weekly/monthly)"
"F1530","1674","admin","- Heat map (high demand areas in Rajasthan)"
"F1531","1675","admin","- Live map with all active taxis GPS location"
"F1532","1677","admin","### 2. बुकिंग मैनेजमेंट (Booking Management)"
"F1533","1678","admin","- All bookings list (pending/confirmed/completed/cancelled)"
"F1534","1679","admin","- Filter by date, customer, driver, status"
"F1535","1680","admin","- Search bookings"
"F1536","1681","admin","- View complete booking details"
"F1537","1682","admin","- Manual driver assignment (if AI fails)"
"F1538","1683","admin","- Fare adjustment option"
"F1539","1684","admin","- Cancel bookings"
"F1540","1685","admin","- Refund processing"
"F1541","1686","admin","- Booking reports (PDF/Excel)"
"F1542","1687","admin","- Export data"
"F1543","1689","admin","### 3. ड्राइवर मैनेजमेंट (Driver Management)"
"F1544","1690","admin","- All drivers list"
"F1545","1691","admin","- Filter: Active/Pending/Blocked drivers"
"F1546","1692","admin","- Driver profile view (complete details)"
"F1547","1693","admin","- Document verification center"
"F1548","1694","admin","- View/Download documents (DL, RC, Insurance, etc.)"
"F1549","1695","admin","- Approve/Reject new drivers"
"F1550","1696","admin","- Block/Unblock drivers"
"F1551","1697","admin","- Security deposit tracking (Rs. 5000 per driver total balance)"
"F1552","1698","admin","- 3-month verification period tracking"
"F1553","1699","admin","- Auto-unblock after 90 days"
"F1554","1700","admin","- Driver performance analytics"
"F1555","1701","admin","- Rating and reviews management"
"F1556","1702","admin","- Payout processing"
"F1557","1704","admin","### 4. कस्टमर मैनेजमेंट (Customer Management)"
"F1558","1705","admin","- All customers list"
"F1559","1706","admin","- Customer profile details"
"F1560","1707","admin","- Booking history per customer"
"F1561","1708","admin","- Wallet balance management"
"F1562","1709","admin","- Block/Unblock problematic users"
"F1563","1710","admin","- Refund management"
"F1564","1711","admin","- Customer complaints view"
"F1565","1712","admin","- Activity tracking"
"F1566","1714","admin","### 5. पेमेंट और फाइनेंस (Payment & Financial Management)"
"F1567","1715","admin","- All transactions list"
"F1568","1716","admin","- Revenue analytics (real-time data)"
"F1569","1717","admin","- Daily/Weekly/Monthly revenue breakdown"
"F1570","1718","admin","- Payment gateway status"
"F1571","1719","admin","- Pending settlements with drivers"
"F1572","1720","admin","- Refund queue processing"
"F1573","1721","admin","- Commission tracking (20% platform fee)"
"F1574","1722","admin","- **Affiliate Commission (होटल, रेस्टोरेंट और हैंडीक्राफ्ट शॉप्स से आने वाले कमीशन)**"
"F1575","1723","admin","- Hotel booking commission tracking"
"F1576","1724","admin","- Restaurant referral commission"
"F1577","1725","admin","- Shop referral earnings"
"F1578","1726","admin","- Commission split (admin and driver share)"
"F1579","1727","admin","- **Donation Report (दान के लिए इकट्ठा हुए पैसों का अलग हिसाब)**"
"F1580","1728","admin","- Donation wallet separate tracking"
"F1581","1729","admin","- Donation usage reports"
"F1582","1730","admin","- Emergency fund management"
"F1583","1731","admin","- **Cancellation Earnings (ग्राहकों से कटे हुए कैंसलेशन चार्ज)**"
"F1584","1732","admin","- Cancellation charges collected from customers"
"F1585","1733","admin","- Driver penalties collected"
"F1586","1734","admin","- GST/Tax reports (auto-calculation for every trip)"
"F1587","1735","admin","- Profit/Loss statements"
"F1588","1736","admin","- Financial reports export"
"F1589","1738","admin","### 6. AI और ऑटो-कंट्रोल (AI & Auto-Control Features)"
"F1590","1739","admin","- **AI Auto-Dispatch System**"
"F1591","1740","admin","- Automatic driver assignment based on distance, rating, vehicle availability"
"F1592","1741","admin","- Success rate tracking"
"F1593","1742","admin","- Fallback logic configuration"
"F1594","1744","admin","- **Demand Prediction (डिमांड प्रेडिक्शन)**"
"F1595","1745","admin","- City-wise demand forecast"
"F1596","1746","admin","- Historical data analysis"
"F1597","1747","admin","- Festival season prediction"
"F1598","1748","admin","- 7-day advance forecast"
"F1599","1749","admin","- Peak hours identification"
"F1600","1751","admin","- **Smart Fare Control (स्मार्ट फेयर कंट्रोल)**"
"F1601","1752","admin","- Dynamic pricing based on demand"
"F1602","1753","admin","- Auto-increase fare during high demand"
"F1603","1754","admin","- Auto-decrease fare during low demand"
"F1604","1755","admin","- Peak hours surge pricing configuration"
"F1605","1756","admin","- Competitor pricing tracking"
"F1606","1758","admin","- **Driver Health Monitoring (ड्राइवर हेल्थ मॉनिटरिंग)**"
"F1607","1759","admin","- Continuous driving time tracking"
"F1608","1760","admin","- Fatigue detection (4+ hours continuous driving alert)"
"F1609","1761","admin","- Over-speeding reports"
"F1610","1762","admin","- Night driving limits"
"F1611","1763","admin","- Mandatory break enforcement"
"F1612","1764","admin","- Performance degradation alerts"
"F1613","1766","admin","- **Auto-Block System (ऑटो-ब्लॉक सिस्टम)**"
"F1614","1767","admin","- 3-month verification rule tracking"
"F1615","1768","admin","- Auto-block drivers with expired documents"
"F1616","1769","admin","- Auto-block low-rated drivers (below 3 stars)"
"F1617","1770","admin","- Complaint-based auto-investigation"
"F1618","1771","admin","- Auto-unblock after document renewal"
"F1619","1772","admin","- Admin override option"
"F1620","1774","admin","### 7. फ्रॉड डिटेक्शन (Fraud Detection & Prevention)"
"F1621","1775","admin","- **Wallet Fraud Alert (वॉलेट फ्रॉड अलर्ट)**"
"F1622","1776","admin","- Suspicious transaction detection"
"F1623","1777","admin","- Auto wallet freeze on fraud suspicion"
"F1624","1778","admin","- Pattern recognition for unusual activities"
"F1625","1779","admin","- Multiple account detection"
"F1626","1780","admin","- Fake booking detection"
"F1627","1781","admin","- AI-based document verification"
"F1628","1782","admin","- Admin alerts for suspicious activities"
"F1629","1784","admin","### 8. सेफ्टी और मॉनिटरिंग (Safety & Live Monitoring)"
"F1630","1785","admin","- **Live Map (लाइव मैप)**"
"F1631","1786","admin","- All active taxis real-time GPS location on single screen"
"F1632","1787","admin","- Route tracking"
"F1633","1788","admin","- Speed monitoring"
"F1634","1790","admin","- **Emergency SOS System (इमरजेंसी अलर्ट)**"
"F1635","1791","admin","- Instant alert when customer/driver presses SOS"
"F1636","1792","admin","- Siren notification to admin"
"F1637","1793","admin","- GPS location of emergency"
"F1638","1794","admin","- Quick action panel"
"F1639","1795","admin","- Police coordination system"
"F1640","1797","admin","- **Heat Map (हीट मैप)**"
"F1641","1798","admin","- District-wise pending bookings visualization"
"F1642","1799","admin","- High-demand area identification"
"F1643","1800","admin","- Resource allocation suggestions"
"F1644","1802","admin","- **Virtual Escort (वर्चुअल एस्कॉर्ट)**"
"F1645","1803","admin","- Special monitoring for solo female travelers"
"F1646","1804","admin","- International tourist trip tracking"
"F1647","1805","admin","- Step-by-step trip monitoring"
"F1648","1806","admin","- Route deviation alerts"
"F1649","1807","admin","- Incident reporting"
"F1650","1808","admin","- Insurance claim processing"
"F1651","1810","admin","### 9. कंटेंट मैनेजमेंट (Content Management System)"
"F1652","1811","admin","- **Tourist Places Management**"
"F1653","1812","admin","- Add/Edit/Delete Rajasthan tourist places"
"F1654","1813","admin","- Upload historical information"
"F1655","1814","admin","- Update timings, entry fees"
"F1656","1815","admin","- Photo gallery management"
"F1657","1816","admin","- Temple aarti timings update"
"F1658","1817","admin","- Best time to visit information"
"F1659","1819","admin","- **Partner Management (पार्टनर और वेंडर मैनेजमेंट)**"
"F1660","1820","admin","- Hotel database management"
"F1661","1821","admin","- Hotel/Shop rating tracking (ग्राहकों ने किस होटल को सबसे ज्यादा पसंद किया)"
"F1662","1822","admin","- Restaurant recommendations list"
"F1663","1823","admin","- Shopping guide (handicraft shops)"
"F1664","1824","admin","- Vendor agreement tracking"
"F1665","1825","admin","- Agreement expiry alerts"
"F1666","1826","admin","- Commission rate management"
"F1667","1827","admin","- Partner performance analytics"
"F1668","1829","admin","- **Suggestions Engine (सुझाव इंजन)**"
"F1669","1830","admin","- Edit best hotels list shown to customers"
"F1670","1831","admin","- Edit best shops list"
"F1671","1832","admin","- Recommendation algorithm tuning"
"F1672","1833","admin","- Featured partners management"
"F1673","1835","admin","### 10. प्रोमो कोड मैनेजमेंट (Promo Code Management)"
"F1674","1836","admin","- Create new promo codes"
"F1675","1837","admin","- Set discount (percentage or flat)"
"F1676","1838","admin","- Validity period setting"
"F1677","1839","admin","- Usage limit configuration"
"F1678","1840","admin","- Per-user limit"
"F1679","1841","admin","- Target specific users or all"
"F1680","1842","admin","- Seasonal offers creation"
"F1681","1843","admin","- Referral program settings"
"F1682","1844","admin","- Usage analytics"
"F1683","1845","admin","- Active/Inactive toggle"
"F1684","1847","admin","### 11. वाहन और किराया सेटिंग्स (Vehicle & Fare Settings)"
"F1685","1848","admin","- Vehicle types management"
"F1686","1849","admin","- Base fare per vehicle type"
"F1687","1850","admin","- Per KM rate setting"
"F1688","1851","admin","- Minimum fare configuration"
"F1689","1852","admin","- GST rate setting"
"F1690","1853","admin","- Peak hours pricing"
"F1691","1854","admin","- Route-based package pricing"
"F1692","1855","admin","- Surge pricing rules"
"F1693","1856","admin","- Fare calculator configuration"
"F1694","1858","admin","### 12. रिपोर्ट्स और एनालिटिक्स (Reports & Analytics)"
"F1695","1859","admin","- Daily/Weekly/Monthly reports"
"F1696","1860","admin","- Revenue reports"
"F1697","1861","admin","- Booking trends analysis"
"F1698","1862","admin","- Driver performance reports"
"F1699","1863","admin","- Customer analytics"
"F1700","1864","admin","- Most popular routes"
"F1701","1865","admin","- Peak hours analysis"
"F1702","1866","admin","- Conversion rate tracking"
"F1703","1867","admin","- Export to PDF/Excel"
"F1704","1869","admin","### 13. सपोर्ट टिकट मैनेजमेंट (Support & Ticket Management)"
"F1705","1870","admin","- All support tickets (customers + drivers)"
"F1706","1871","admin","- Ticket priority (High/Medium/Low)"
"F1707","1872","admin","- Assign to team members"
"F1708","1873","admin","- Status tracking (Open/In-Progress/Resolved)"
"F1709","1874","admin","- Response time monitoring"
"F1710","1875","admin","- Live chat system"
"F1711","1876","admin","- Email response integration"
"F1712","1877","admin","- FAQ management"
"F1713","1879","admin","### 14. सेटिंग्स और कॉन्फ़िगरेशन (Settings & Configuration)"
"F1714","1880","admin","- Admin user management"
"F1715","1881","admin","- Role-based access control"
"F1716","1882","admin","- Payment gateway settings"
"F1717","1883","admin","- SMS/Email notification templates"
"F1718","1884","admin","- Platform commission percentage"
"F1719","1885","admin","- Cancellation policy settings"
"F1720","1886","admin","- Refund rules configuration"
"F1721","1887","admin","- System logs viewing"
"F1722","1888","admin","- Backup and restore"
"F1723","1890","admin","### 15. AI मार्केटिंग ऑटोमेशन (AI Marketing Automation)"
"F1724","1891","admin","- **Predictive Booking (पूर्वानुमान बुकिंग)**"
"F1725","1892","admin","- Historical pattern analysis"
"F1726","1893","admin","- Last year same date comparison"
"F1727","1894","admin","- Festival season predictions"
"F1728","1895","admin","- Fleet requirement forecasting (e.g., ""50 और गाड़ियों की जरूरत पड़ेगी"")"
"F1729","1897","admin","- **Auto-Offer System (ऑटो-ऑफर सिस्टम)**"
"F1730","1898","admin","- Idle vehicle detection (2 hours empty)"
"F1731","1899","admin","- Auto-send 10% discount to nearby customers"
"F1732","1900","admin","- Smart notification targeting"
"F1733","1902","admin","- **Re-engagement Campaigns**"
"F1734","1903","admin","- Inactive user identification"
"F1735","1904","admin","- Personalized offer generation"
"F1736","1905","admin","- Automated email/SMS campaigns"
